"";"banalfreq";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"completamente";170;1,2366;0,5418;0,2459;-0,6233;-0,1884;-0,4594;0,4885;-0,6563
"salvo";41;0,6186;-0,1116;-0,3118;-0,8007;1,0381;0,7893;-0,4562;-0,4074
"abandonar";57;1,6548;-0,1552;-0,4335;1,4123;-0,3085;1,2267;-0,8794;-1,5096
"23";323;-1,4102;-0,8794;-1,0962;0,4572;-0,3642;-1,8711;1,0235;1,5381
"prejuicio";104;0,7299;0,3197;-0,791;1,0554;1,3889;0,8961;-1,1702;-0,6975
"interpretar";272;-0,398;1,0337;-1,305;-1,362;-0,4632;-0,9773;0,9353;0,8652
"determinante";38;0,6965;-0,1035;-0,289;-0,3031;-0,2056;-0,7298;-0,2926;0,8566
"impreciso";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;0,372;-0,1927
"racial";35;-0,4435;-0,0953;0,3389;1,1785;0,4517;0,39;-0,3814;-0,5071
"libremente";20;0,9206;-0,0544;-0,1521;-0,3906;-0,1082;0,5864;-1,1271;0,6545
"mayor";26;-0,7128;-0,0708;0,4368;-0,1661;-0,1407;-0,2843;-0,4131;1,0194
"sesgar";46;-0,6593;-0,1252;-0,3499;1,2957;-0,2489;0,3918;-0,8095;0,7891
"hegemonía";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;-0,4129;0,9363
"preferir";95;-0,3259;0,348;-0,7226;-0,4037;-0,5141;0,5416;1,1957;-1,0201
"apuntar";113;-0,3387;0,2945;0,8715;0,4221;-0,6115;-0,8184;-0,3272;0,7154
"estructurar";175;-1,7973;-0,4764;-0,3844;-0,3062;-0,4427;-1,4752;1,738;0,7555
"desprender";25;0,3396;-0,0681;-0,1901;-0,4882;-0,1353;-1,2756;1,9543;-0,4339
"priorizan";16;0,1967;-0,0436;-0,1217;0,8108;-0,0866;0,526;-1,4194;0,7081
"whose";16;-0,4386;-0,0436;-0,1217;-0,3125;0,7429;-0,6861;-0,3769;1,5434
"domingo";23;1,9435;-0,0626;-0,1749;-0,4492;-0,1245;0,2333;-1,1513;0,6908
"abuelo";15;1,9556;-0,0408;-0,1141;-0,2929;-0,0812;0,9849;-0,8258;-0,6385
"pareja";35;-0,4435;-0,0953;-0,2662;1,7508;0,4517;0,8511;-1,265;0,2689
"inferencia";26;0,3206;-0,0708;-0,1978;0,9816;0,5579;0,8186;-0,6096;-0,7511
"probabilística";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;0,4901;0,533
"recopilan";48;0,7734;-0,1307;-0,3651;0,4512;0,3466;0,9326;-1,2177;-0,2502
"originario";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,399;-0,5723;1,079
"gallego";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,3066;1,7377
"cruz";58;-0,2818;-0,1579;-0,4411;-1,1327;0,7917;-0,5198;0,5822;0,5517
"arriba";45;-1,2336;-0,1225;-0,3423;0,2261;0,97;1,4117;-0,9395;0,4705
"abajo";22;0,4055;-0,0599;-0,1673;0,5988;-0,1191;0,7701;-0,4769;-0,5023
"débil";87;-1,0319;-0,2369;-0,6617;1,8431;0,5334;1,3979;0,2912;-1,5419
"parque";17;0,554;-0,0463;-0,1293;0,2721;-0,092;0,7982;-0,2741;-0,8
"bebida";11;0,8457;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;0,4901;-0,7159
"pie";57;1,6548;0,5222;-0,4335;0,3366;-0,3085;0,5537;0,387;-1,8756
"publicitario";29;0,2702;-0,079;1,0462;-0,5663;-0,1569;-1,5523;-0,3048;1,38
"evidentemente";22;-0,2169;-0,0599;-0,1673;-0,4296;-0,1191;0,4784;0,7058;-0,5023
"falta";547;0,3127;-1,4893;0,6087;-0,3309;-0,7147;-0,7017;1,0589;-0,435
"desigual";46;-1,2611;-0,1252;-0,3499;1,2957;-0,2489;1,34;-0,6237;-0,3037
"dominante";50;0,4362;-0,1361;0,6667;-0,9764;0,8947;1,3766;-0,7319;-0,6017
"acceder";415;-0,357;-0,2843;-0,3787;1,5316;-0,9512;0,7739;-0,6763;-0,3476
"ropa";14;1,2998;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;-0,4129;-0,2897
"ajeno";43;-1,1788;-0,1171;-0,3271;0,5331;0,3822;-0,2819;0,2917;0,5609
"ventaja";357;1,4845;-0,2117;0,7643;-1,0784;-0,7426;-1,4295;0,4268;0,5976
"jerga";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;1,2287;-0,6385
"alineación";46;-1,2611;-0,1252;-0,3499;-0,4048;-0,2489;-1,5167;1,0628;1,2811
"democrático";82;-1,4457;0,3959;-0,6237;0,3108;-0,4438;-1,3961;1,224;0,7802
"programador";26;0,3206;-0,0708;-0,1978;1,589;0,5579;0,536;-0,4131;-1,1169
"provechoso";11;-0,3016;-0,0299;-0,0837;-0,2148;0,8925;0,2262;0,4901;-0,3487
"acompañar";217;-0,4963;-0,5908;-0,3198;-1,8876;0,5488;-0,5408;-0,3727;1,9204
"públicamente";18;-0,4935;0,9718;-0,1369;0,2558;-0,0974;0,4164;-0,3473;0,3093
"principiantes";18;-0,1564;-0,049;-0,1369;0,2558;-0,0974;-0,21;-1,2558;1,6875
"acostumbrar";32;-0,388;-0,0871;-0,2434;0,3833;-0,1732;0,3096;0,2625;0,3784
"principiante";14;0,2315;-0,0381;-0,1065;-0,2734;-0,0758;-0,259;0,6621;-0,2897
"familiaridad";23;0,7866;-0,0626;-0,1749;-0,4492;-0,1245;-0,6752;-0,3686;0,9956
"computacionales";97;-1,7947;0,9083;1,0502;0,5939;-0,1793;-0,5682;1,7968;-1,5651
"reutilizar";12;0,2748;1,1399;-0,0913;-0,2343;0,8573;-0,4476;0,372;-0,4162
"orden";178;1,0961;0,9935;-1,3539;1,2864;0,4216;0,3505;-0,3292;-1,3067
"delegar";39;0,6694;0,6638;0,3055;-0,7616;0,4147;0,4389;-1,1142;0,578
"obstaculizar";28;0,6133;-0,0762;0,4116;-0,1874;-0,1515;1,0047;-0,7988;-0,3801
"super";39;-0,52;-0,1062;-0,2966;0,2871;0,4147;1,5384;0,3788;-1,319
"destreza";56;-0,8678;0,5286;-0,4259;-0,5403;-0,303;-0,463;1,5918;-0,3635
"copyright";18;-0,4935;-0,049;1,4162;-0,3515;-0,0974;-1,4917;-0,3473;1,6875
"quinto";55;-0,8466;-0,1497;-0,4183;-0,2499;-0,2976;0,6233;0,2752;0,5219
"admitir";25;0,3396;-0,0681;-0,1901;-0,1558;-0,1353;0,5868;-0,7572;0,5486
"apropiar";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;0,8861;-1,4194;1,5434
"explicación";290;-0,6627;0,2664;-1,4188;-1,9488;0,8141;0,5879;1,5307;-0,8252
"impacta";42;0,9513;-0,1143;-0,3194;-0,3531;-0,2273;0,7399;-0,2656;-0,6338
"cotidianidad";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"previamente";157;-1,4732;0,5896;-0,6174;-0,7549;0,8802;0,409;0,3339;0,6283
"mática";11;-0,3016;-0,0299;0,7564;-0,2148;0,8925;-0,9116;0,4901;0,2581
"consecuente";16;0,1967;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;0,4175;-0,2063
"concepción";139;-0,6065;0,2354;-1,0572;-1,8457;-0,314;-0,8287;1,1125;0,9741
"nulo";18;1,0273;-0,049;-0,1369;1,3736;-0,0974;-0,8119;-1,2558;0,8405
"logo";27;-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-0,8914;0,4279;1,6344
"predominar";15;-0,4112;-0,0408;0,6363;-0,2929;-0,0812;-0,2989;-0,2955;0,8138
"oportuno";85;-1,5147;-0,2314;0,3611;0,2864;-0,46;-0,433;0,5598;0,6569
"favor";135;-0,7952;-0,3675;-1,0268;0,2617;0,3017;-0,4736;0,4456;0,8505
"egresar";33;-0,1729;-0,0898;-0,251;-0,6444;-0,1786;-0,5255;0,8878;0,3381
"ejercer";114;-1,5717;-0,3104;-0,8671;-0,5902;-0,6169;0,9054;0,9121;-0,3148
"límite";268;0,6777;0,3014;0,3031;-0,3147;-1,4504;-0,6797;0,7511;-0,4125
"transmitir";129;0,5758;-0,3512;-0,2135;-0,4871;-0,2802;0,9206;-0,5564;-0,2987
"calculadora";30;0,2555;-0,0817;-0,2282;-0,5859;-0,1623;-0,2398;1,3123;-0,7108
"recolectar";36;-0,9869;-0,098;-0,2738;0,3244;-0,1948;0,3585;1,6247;-1,1032
"aviso";24;0,3601;-0,0653;-0,1825;-0,4687;-0,1299;0,3905;-0,9357;1,2379
"espectro";44;0,5501;0,6179;0,2698;0,5154;-0,2381;-1,4031;1,0548;-0,7337
"conformar";89;-1,6074;-0,2423;0,3384;-1,7381;1,0049;-1,1118;0,9964;0,9555
"aprobar";143;-1,2332;-0,3893;1,8901;1,6116;-0,7739;-0,5102;-0,5462;0,598
"emprender";75;0,3116;0,4259;-0,204;0,3761;-0,4059;0,4981;0,5002;-0,9292
"secuenciación";12;0,7837;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;0,372;-0,4162
"cuatro";392;-0,3261;-1,0673;0,2823;0,4377;-0,3321;0,8793;0,5079;-1,041
"subjetividad";22;1,3741;-0,0599;-0,1673;-0,4296;0,6202;-0,6236;-0,3009;0,3069
"lavar";19;0,972;-0,0517;-0,1445;0,6934;-0,1028;1,4618;-1,4098;-0,5923
"enmarcar";70;-0,4282;0,4495;-0,1828;-0,2011;-0,3788;-0,2548;0,3202;0,3973
"repositorio";47;-1,2885;-0,128;-0,3575;0,4663;-0,2543;0,3642;0,5823;0,2701
"want";18;-0,4935;-0,049;-0,1369;0,2558;-0,0974;-0,4292;-0,5646;1,6875
"optimismo";23;0,382;-0,0626;-0,1749;-0,1357;-0,1245;1,4619;-0,5643;-0,5611
"acercar";96;1,4847;-0,2614;-0,2994;-0,233;-0,5195;-1,3784;1,1155;-0,5767
"sumar";77;-0,5234;0,4169;0,4121;-0,4731;1,15;-0,2774;0,3168;-0,2872
"contextualizar";37;-0,4815;0,684;-0,2814;-0,2909;0,4325;-1,4841;-0,2466;1,5309
"indiscutible";12;0,7837;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;0,372;-0,1927
"precisar";24;-0,2491;0,8549;0,4645;1,7073;-0,1299;-0,2269;-0,4428;-0,6223
"argumentación";44;-0,3095;-0,1198;0,2698;-0,8593;-0,2381;1,8475;-0,6567;-0,2472
"85";93;0,9371;-0,2532;-0,2852;0,4101;-0,1676;-1,891;0,321;0,7766
"58";123;0,6558;-0,3349;-0,194;0,3402;-0,2604;-1,1142;-0,2834;0,7538
"gomez";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;0,6529;0,7892
"coding";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-0,5053;-0,3214;1,079
"automatic";14;-0,3838;-0,0381;0,6627;0,3305;-0,0758;1,0967;-1,6372;0,5763
"virtualidad";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,8119;1,9005;-0,2929
"156";25;0,3396;-0,0681;-0,1901;1,021;-0,1353;-0,2549;-0,5232;0,3471
"167";29;-0,3342;-0,079;-0,2206;1,4329;-0,1569;-0,6325;-0,901;1,38
"jun";14;0,2315;-0,0381;0,6627;0,3305;-0,0758;-0,5644;-1,093;1,3967
"q";59;-1,6174;-0,1606;-0,4487;0,9309;-0,3193;0,6673;0,5205;-0,4601
"kaplan";13;-0,3564;-0,0354;-0,0989;0,3539;0,8252;-0,5053;-0,3214;0,6739
"w";385;-1,6744;-1,0482;-0,4675;-0,3255;-0,8417;1,7016;-1,2272;1,5378
"evaluating";23;-0,6305;-0,0626;-0,1749;-0,1357;-0,1245;0,2333;-0,5643;1,3642
"preprint";43;-1,1788;-0,1171;-0,3271;0,2446;-0,2327;0,9425;-0,3106;0,3989
"1177";49;-0,7208;-0,1334;-0,3727;-0,9569;-0,2652;-0,6393;1,1927;0,6254
"growing";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;0,7529;-0,5723;0,3731
"researchgate";26;-0,7128;-0,0708;-0,1978;-0,1661;-0,1407;-0,836;-0,2658;1,7788
"handle";101;-1,8891;-0,275;0,5912;-1,2207;0,8839;0,408;0,2878;0,7497
"choi";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;1,6352;-0,4129;-0,2897
"253";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;-0,5175;1,0923
"notar";79;-0,5518;0,4083;1,3098;0,573;0,5914;1,5758;-1,8916;-0,3336
"89";78;0,9834;-0,2124;0,4053;0,3466;-0,4221;-0,9612;-0,3203;0,506
"08";87;-0,2534;-0,2369;-0,2574;1,0525;-0,1505;-0,8166;0,8317;-0,5575
"09";101;-0,8931;-0,275;0,2797;1,8663;-0,5466;0,408;1,0607;-1,7856
"47";168;0,6386;-0,4574;-1,2778;-0,6057;-0,4169;-0,5262;-0,4361;1,4138
"thoughts";17;-0,466;-0,0463;-0,1293;0,7686;-0,092;-0,7486;-0,739;1,8801
"published";18;-0,4935;-0,049;-0,1369;0,7296;-0,0974;0,7197;-0,8623;0,5367
"1999";43;1,8305;-0,1171;0,7662;-0,8397;-0,2327;-0,6598;-0,5859;0,5609
"api";36;-0,9869;-0,098;0,8892;-0,703;-0,1948;1,0861;0,588;-0,7941
"logical";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;0,3956;0,9363
"mathematical";19;-0,5209;-0,0517;-0,1445;0,2408;-0,1028;-0,4758;0,3514;0,7417
"pearson";50;-0,1981;-0,1361;0,6667;1,1679;-0,2706;-0,6753;-1,1568;1,2243
"205";11;0,3005;-0,0299;0,7564;-0,2148;-0,0595;-0,9116;-0,3537;0,9267
"users";39;-0,52;-0,1062;-0,2966;0,611;-0,2111;-1,1287;0,9159;0,4056
"write";37;-1,0143;-0,1007;-0,2814;0,6549;-0,2002;0,7414;-1,8692;1,8941
"43";169;1,2552;-0,4601;0,4713;-0,6145;-0,4205;-0,4436;0,5221;-0,5339
"193";24;0,7475;-0,0653;-0,1825;-0,1457;-0,1299;-1,2075;-0,6579;1,6417
"capabilities";22;-0,6031;-0,0599;-0,1673;1,8393;-0,1191;-0,6236;-0,7143;1,1056
"limits";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,2604;0,3175
"cdt";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;1,983;-0,2063
"interdisciplinaria";62;-0,328;-0,1688;-0,4716;0,2867;-0,3355;-1,951;0,9347;0,8835
"39";192;0,8837;-0,5227;-0,2423;0,849;0,3716;-0,6302;-1,0948;0,9156
"mind";57;-1,5626;0,5222;-0,4335;-0,2682;-0,3085;0,267;-0,4209;1,4601
"volume";22;-0,2169;-0,0599;-0,1673;-0,4296;-0,1191;1,1368;-1,8974;1,5036
"issue";23;-0,6305;-0,0626;-0,1749;1,7714;-0,1245;-1,14;-0,5643;1,3642
"236";22;-0,6031;0,89;-0,1673;0,5988;-0,1191;-0,6236;-1,0226;1,9698
"460";10;0,3297;1,2164;-0,0761;0,4411;-0,0541;-0,337;-0,9208;0,6391
"1093";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,2604;0,6391
"mitchell";25;-0,6854;-0,0681;-0,1901;1,6466;-0,1353;0,8884;-0,5232;-0,4339
"filtrar";85;0,8282;-0,2314;-0,2483;-0,3161;-0,1449;-1,2247;0,3601;0,6569
"lluvia";60;-0,3046;-0,1633;-0,4564;-1,1717;-0,3247;0,8312;1,8703;-1,7145
"estancar";14;-0,3838;1,0756;0,6627;0,3305;-0,0758;0,667;-0,4129;-0,5615
"asesor";52;-0,2179;-0,1416;0,6417;-1,0155;0,3216;-0,2344;1,3246;-1,1879
"misión";116;0,7619;0,2867;-0,172;-0,378;-0,6277;1,0102;-0,4248;-0,6736
"divertir";20;-0,186;-0,0544;-0,1521;-0,3906;0,6564;-0,5238;-0,3223;0,9731
"terapia";17;-0,466;-0,0463;-0,1293;0,7686;-0,092;0,2313;0,5434;-0,4623
"empáticas";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;0,4588;0,6529;-0,8121
"curación";16;0,1967;-0,0436;-0,1217;-0,3125;-0,0866;0,8861;0,4175;-0,7181
"cuidar";47;0,4897;-0,128;-0,3575;-0,4179;-0,2543;-0,2459;0,4381;0,2701
"lidiar";20;0,9206;-0,0544;-0,1521;0,2268;-0,1082;0,3302;0,2807;-0,6612
"sincero";14;-0,3838;-0,0381;-0,1065;0,3305;0,7957;-0,259;-0,2234;0,3126
"chats";19;-0,5209;-0,0517;0,5481;-0,371;-0,1028;-0,8761;1,1853;0,2645
"imperfecto";18;-0,4935;-0,049;-0,1369;0,7296;-0,0974;-0,4292;1,9005;-1,4234
"textura";15;1,9556;-0,0408;0,6363;-0,2929;-0,0812;-0,2989;0,3066;-1,1116
"interrogar";26;-0,2823;1,9398;-0,1978;0,4977;-0,1407;0,3185;-0,8621;0,4883
"episodio";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,399;-0,9382;1,5931
"refinar";67;-0,6679;-0,1824;-0,5096;-1,3084;-0,3626;0,5736;1,259;-0,4512
"legibilidad";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;1,983;-0,4016
"comprobar";154;0,6304;0,6014;-0,6007;-0,3173;0,2442;-1,4575;0,4193;0,7136
"copiar";68;0,6273;-0,1851;-0,5172;-1,328;-0,368;0,9173;0,7967;-1,0296
"limpiar";19;0,972;-0,0517;-0,1445;0,6934;-0,1028;0,3707;-0,2559;-0,9699
"amable";16;0,1967;-0,0436;-0,1217;-0,3125;-0,0866;1,344;0,4175;-1,2144
"disputa";18;-0,4935;-0,049;1,4162;0,2558;-0,0974;0,4164;0,2592;-0,526
"reforma";39;1,0571;-0,1062;1,5221;0,2871;-0,2111;-0,7733;0,3788;-0,707
"fórmula";78;-0,3215;-0,2124;-0,5933;-0,8617;-0,4221;0,9178;1,2053;-1,0706
"humor";19;0,4875;-0,0517;-0,1445;0,2408;-0,1028;1,4618;-0,9919;-0,341
"nuclear";19;0,972;-0,0517;0,5481;-0,371;-0,1028;0,6494;-0,2559;-0,9699
"diversión";22;0,4055;-0,0599;-0,1673;-0,4296;-0,1191;1,5777;-1,4125;0,5091
"alegre";14;0,6782;-0,0381;-0,1065;-0,2734;0,7957;-1,1602;-0,6952;1,3967
"caballo";13;0,7282;-0,0354;-0,0989;-0,2539;-0,0703;1,8104;-0,3214;-1,6417
"batalla";21;1,4403;0,9089;0,5118;-0,4101;-0,1136;0,5296;-1,2674;-0,2543
"inconveniente";44;-0,6188;-0,1198;0,2698;0,5154;0,3746;1,1668;-0,3595;-0,7337
"mecánico";81;1,2283;1,0381;-0,6161;-0,2834;-0,1339;0,4839;-0,9763;0,3141
"reparar";12;1,479;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;-0,4581;-0,1927
"motor";184;0,4725;-0,501;0,9874;1,1949;0,7091;1,455;-1,9365;-0,5933
"súper";13;-0,3564;1,1065;0,6912;-0,2539;0,8252;0,7529;-0,5723;-0,4873
"dañar";31;0,2416;-0,0844;-0,2358;0,3999;-0,1678;-0,725;1,8529;-1,105
"certificar";21;-0,2013;-0,0572;0,5118;1,2035;-0,1136;-0,3081;0,3719;-0,7323
"averiguar";12;0,2748;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;1,0452;-1,5154
"subir";63;-1,0191;-0,1715;-0,1543;-1,2303;-0,3409;-0,4869;0,5467;1,2556
"divertido";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;0,7197;-0,8623;1,2234
"familiarizar";44;-0,3095;-0,1198;0,2698;-0,3787;-0,2381;0,4529;-0,2536;0,3625
"adaptativas";81;-0,9188;1,8387;0,778;-1,5818;-0,4383;-0,3507;-0,3447;1,0012
"analogías";12;0,2748;1,1399;-0,0913;-0,2343;-0,0649;0,4588;0,6529;-1,5154
"fino";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;1,5926;0,2592;-0,526
"dificultad";521;-1,8429;0,6403;-0,2355;-1,5289;0,4953;0,5542;1,0335;-0,4138
"licenciatura";66;-0,6507;-0,1797;-0,502;0,2524;-0,3572;-1,7204;1,6044;0,5308
"posgrado";56;-1,5352;-0,1525;0,5953;-0,5403;-0,303;0,4211;-0,2753;0,8237
"terminar";186;-1,579;-0,17;-0,225;-1,4603;0,3922;1,5614;-0,929;1,1197
"tutores";118;-0,3849;-0,3213;-0,4083;0,379;-0,6386;-1,6811;0,4045;1,6574
"life";80;-0,3427;0,4041;-0,2258;-0,5068;-0,4329;0,3795;-0,7542;1,2581
"coach";16;0,1967;-0,0436;-0,1217;-0,3125;-0,0866;0,526;0,4175;-0,4016
"priorización";29;-0,795;-0,079;0,3999;0,8748;-0,1569;-1,5523;0,4452;0,7597
"anticipación";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;0,5919;0,8301;-1,1116
"predeterminar";14;0,6782;-0,0381;-0,1065;0,3305;-0,0758;0,3476;-1,093;0,5763
"interactuamos";51;1,4578;-0,1388;0,2287;-0,996;0,8807;-0,712;0,6098;-0,6457
"cv";18;-0,4935;-0,049;0,568;0,7296;-0,0974;-0,4292;0,4379;-0,2929
"postular";25;0,7108;-0,0681;-0,1901;-0,4882;-0,1353;0,5868;0,41;-0,6857
"repetitivas";65;-1,063;-0,177;-0,1623;-1,2694;0,7155;1,8974;0,5595;-1,1152
"perfección";13;1,3849;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;-0,3214;-0,9103
"agotar";18;1,6686;-0,049;-0,1369;-0,3515;-0,0974;-0,21;0,6832;-1,4234
"pérdida";93;1,2356;-0,2532;0,6585;-1,0938;0,4946;0,346;-0,3573;-0,4879
"copia";69;-0,7025;1,1574;-0,5248;-1,3475;-0,3734;1,3465;-1,0207;1,0866
"evalúe";30;-0,3519;-0,0817;-0,2282;-0,2093;-0,1623;1,1987;0,5426;-1,031
"calificación";304;-1,1823;-0,3635;-0,2465;0,4422;1,8376;-0,673;1,1694;-0,6834
"profundización";34;-0,4248;-0,0926;0,3481;-0,664;-0,184;-0,5644;1,0192;0,3018
"pistar";59;-0,5343;-0,1606;-0,4487;-1,1522;0,7801;1,3866;-0,5259;0,3791
"david";76;-0,5094;-0,2069;-0,5781;0,6157;-0,4113;1,7582;-1,1658;0,4482
"constructivo";81;-1,4227;0,3999;-0,2303;-1,5818;0,5762;1,4637;-0,5462;0,532
"tomadores";14;0,2315;-0,0381;-0,1065;-0,2734;-0,0758;0,667;0,3956;-0,5615
"ayer";22;0,4055;-0,0599;-0,1673;-0,4296;-0,1191;0,4784;0,9975;-1,2375
"japonés";21;1,4403;0,9089;-0,1597;-0,4101;-0,1136;0,2941;-1,2674;0,5774
"portugués";14;1,2998;-0,0381;-0,1065;-0,2734;-0,0758;-0,259;-1,6372;1,3967
"francés";80;1,6205;-0,2178;0,7891;-0,8921;-0,4329;0,2725;-0,6176;0,3379
"occidental";27;0,3027;-0,0735;-0,2054;0,9441;-0,1461;0,7544;-0,4875;-0,5384
"religioso";15;0,6329;-0,0408;-0,1141;0,8565;-0,0812;0,9849;-1,2536;-0,3439
"paradigmas";54;-1,4804;0,5419;-0,4107;1,0548;0,31;-1,5095;1,3296;-0,3056
"automatizadas";95;-1,1869;0,923;-0,7226;1,6171;0,9418;-0,8616;1,7911;-1,7208
"result";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,8119;1,9005;-0,2929
"flujo";153;0,8384;0,2099;-0,5951;-1,0357;-0,828;-0,5852;1,9919;-1,0418
"educadora";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,6454;0,6391
"jurisdicción";12;-0,329;-0,0327;-0,0913;1,0211;-0,0649;-0,4476;-0,24;0,4456
"listo";28;1,5877;-0,0762;0,4116;-0,1874;0,5309;0,2594;-0,7988;-0,3801
"aburrir";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;0,2262;-0,6493;0,533
"imparcial";20;-0,5483;-0,0544;0,5294;0,2268;-0,1082;0,9243;-0,5169;-0,2163
"condensar";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,9597;-0,3487
"youtube";158;-1,4908;-0,4302;-1,2018;0,2631;-0,3807;-0,3667;1,0148;0,5076
"negar";43;0,5719;-0,1171;-0,3271;0,2446;-0,2327;1,5661;-0,3106;-1,2424
"tribunal";12;0,7837;-0,0327;-0,0913;1,858;-0,0649;-0,9945;0,372;-0,8121
"garantía";60;-0,9538;-0,1633;-0,1425;-1,1717;0,2786;0,631;1,3466;-0,8587
"menú";17;-0,466;-0,0463;-0,1293;-0,332;0,7192;0,2313;0,3298;0,3615
"diariamente";21;-0,5757;0,9089;-0,1597;-0,4101;-0,1136;0,2941;-0,2401;0,5774
"gerente";18;-0,4935;-0,049;-0,1369;0,2558;-0,0974;0,4164;1,0031;-0,884
"trama";32;0,2286;-0,0871;-0,2434;-0,6249;-0,1732;0,3096;0,3919;0,3784
"específicamente";154;0,3283;0,2082;-0,6007;-0,7243;-0,8334;-1,2444;0,5764;1,2459
"regresar";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;0,7529;0,5087;-0,9103
"revolucionario";44;1,7782;-0,1198;-0,3347;0,2351;-0,2381;0,6497;-0,3595;-0,9921
"constar";47;-0,3513;-0,128;-0,3575;-0,9178;-0,2543;0,533;1,1864;-0,6629
"sentar|sentir";162;1,9732;-0,4411;0,2715;-0,3687;-0,8767;1,3458;-1,8316;0,3476
"mesa";72;1,1395;-0,196;-0,5476;1,8641;0,2275;0,3122;0,3316;-1,8333
"resonancia";13;1,3849;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;0,2816;-0,4873
"abogado";44;0,2927;-0,1198;-0,3347;-0,3787;-0,2381;0,8876;1,0548;-1,7024
"encontrarse";26;0,3206;-0,0708;-0,1978;-0,1661;-0,1407;0,3185;-0,2658;0,3049
"corrección";200;-1,8196;-0,1908;0,5712;0,2846;-0,2604;-0,4636;0,7028;0,4369
"gramaticales";29;-0,795;-0,079;-0,2206;-0,5663;1,3017;0,9326;1,1541;-1,9062
"ortográfico";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;-0,7486;1,668;-0,2479
"despertar";54;1,3412;-0,147;-0,4107;-0,5125;-0,2922;0,6609;0,3155;-0,7855
"presenciar";15;0,2132;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;-0,2955;0,4932
"simplificando";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;-0,6219
"64";114;-0,3477;-0,3104;-0,3879;-0,3622;-0,6169;-1,8175;0,6665;1,4883
"denso";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,1009;0,3459;-0,6219
"roberto";27;-0,2994;0,8077;-0,2054;-0,1767;-0,1461;0,4895;0,6206;-0,8185
"green";13;0,7282;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;0,2816;-0,9103
"filosofía";108;1,4851;-0,294;0,2508;-0,3165;0,4122;0,9343;-1,4529;-0,2763
"socioeconómicas";26;-0,7128;0,8228;0,4368;-0,1661;-0,1407;-0,5016;-0,4131;1,0194
"prepararse";41;0,6186;-0,1116;0,2905;0,2649;-0,2219;1,0617;-0,8152;-0,4074
"simuladas";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,2989;0,5265;0,262
"guion";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,399;1,8273;-1,6417
