"";"classe 1";"classe 2";"classe 3"
"correcto";141,775;-26,826;-59,257
"asimismo";-52,297;3,475;32,373
"región";-36,412;684,884;-217,129
"significar";43,319;-20,757;-8,498
"frente";-9,455;19,738;-0,221
"utilización";-79,523;-0,089;82,292
"detalle";81,418;-20,938;-28,285
"determinado";48,918;-10,491;-19,063
"decidir";125,417;-15,929;-62,996
"norma";-53,182;553,962;-130,046
"nota";104,605;-13,371;-52,409
"literatura";-0,76;-15,289;15,669
"conexión";11,081;-26,449;0,597
"investigar";-11,574;-10,626;35,412
"preparación";-42,402;-0,349;47,875
"cumplir";-1,136;55,685;-23,525
"complejidad";0,252;-1,775;0,31
"variable";26,604;-22,13;-1,924
"percibir";1,416;-39,527;14,418
"identificación";-16,49;-15,955;51,624
"enfocar";-42,36;-10,689;81,656
"revolución";6,837;0,643;-10,404
"sólido";-73,786;12,992;32,012
"gobernanza";-200,858;1277,836;-203,116
"empezar";220,841;-38,193;-96,678
"confianza";-26,237;43,631;-0,023
"administrativo";-152,251;-12,116;224,419
"science";7,295;0,751;-11,304
"móvil";262,206;-34,254;-130,22
"teachers";-0,491;4,076;-0,817
"histórico";10,579;-1,665;-4,846
"desempeño";-99,701;-55,146;248,723
"cinco";55,589;0,017;-56,118
"vivir";108,318;-12,7;-56,118
"expresión";1,165;12,642;-15,083
"demanda";-56,401;34,974;7,618
"funcionamiento";18,741;-3,358;-8,059
"detallar";-3,723;-32,544;41,308
"ventaja";-25,814;-4,72;45,612
"potenciar";-135,713;-6,676;184,621
"finalmente";0,008;-0,001;-0,005
"infraestructura";-98,278;321,157;-19,029
"recoger";12,206;-0,205;-9,629
"lista";108,673;-15,723;-51,7
"dirigir";-5,683;15,18;-0,521
"vincular";-0,504;-0,07;0,832
"resumen";0,383;-0,095;-0,137
"information";4,427;0,81;-7,824
"empleo";-7,686;81,679;-19,418
"emocional";-34,911;-24,27;95,133
"accesible";-46,348;-3,778;68,622
"simulación";-28,382;-67,921;139,279
"actualmente";16,049;1,247;-23,552
"lector";-0,06;-48,636;33,211
"combinar";5,066;-27,004;3,546
"latino";-118,487;1067,475;-227,266
"acerca";-0,264;-1,089;1,783
"neuronales";343,162;-59,603;-149,906
"generative";20,794;-1,296;-13,082
"desigualdad";-85,397;608,396;-107,476
"to";2,787;-0,313;-1,467
"méxico";-23,495;207,462;-43,533
"sostenible";-144,55;564,916;-47,613
"pre";5,938;-13,649;0,26
"nunca";220,697;-37,136;-97,929
"desear";65,821;-14,029;-25,743
"soler";68,606;-7,264;-36,886
"maestro";-9,691;-0,613;13,722
"tercero";21,771;0,104;-23,793
"ritmo";-72,414;-16,872;136,482
"local";-59,788;201,899;-12,856
"guiar";-71,842;-0,82;83,075
"exploración";-49,362;-38,256;140,583
"economía";-8,641;256,422;-95,298
"especializado";-11,301;5,306;2,273
"reciente";0,741;15,935;-16,102
"españa";1,21;93,039;-76,12
"entrada";247,742;-37,995;-114,838
"mis";160,869;-49,83;-48,713
"cuestionario";-1,416;-34,312;33,82
"conciencia";-15,051;9,241;2,067
"valorar";-36,746;-11,192;74,894
"torno";-79,448;138,076;-0,22
"selección";3,423;-24,614;4,384
"instituto";-19,162;365,248;-116,419
"doi";-4,432;13,62;-0,698
"recuperar";4,369;12,106;-23,28
"dominio";-12,749;-23,292;54,135
"asistir";-1,029;-21,092;21,53
"asistencia";-0,88;-47,518;40,777
"componente";-2,74;-2,355;8,15
"individuo";1,118;7,576;-10,41
"standard";-59,489;123,407;-1,324
"proteger";-30,408;484,653;-143,074
"dirección";1,484;69,435;-60,876
"we";-0,093;9,035;-4,311
"original";118,587;-45,693;-29,586
"mensaje";199,147;-41,668;-78,729
"edición";11,619;-0,265;-8,819
"their";0,932;0,418;-2,155
"expresar";30,205;-6,435;-11,816
"duda";11,005;-11,218;-0,404
"actitud";-85,023;-4,471;116,848
"sugerencia";2,821;-45,117;13,34
"próximo";49,392;-4,555;-27,816
"miembro";-1,91;230,743;-113,509
"consultar";10,489;24,683;-50,997
"colegio";5,018;11,799;-24,388
"intentar";186,839;-31,585;-82,717
"formular";-12,217;20,35;-0,012
"dedicar";1,522;-3,96;0,124
"utilidad";-2,242;-30,77;34,505
"plazo";-24,98;43,23;-0,064
"humanidad";0,073;25,258;-18,029
"correo";332,709;-44,831;-163,149
"menudo";14,341;-8,789;-1,976
"industriar";-12,63;148,011;-37,312
"eficaz";-72,006;0,236;64,372
"ocurrir";122,96;-15,846;-61,404
"directo";-10,963;-14,277;39,328
"consejo";-4,984;206,512;-83,952
"predicción";107,221;-40,574;-27,226
"español";32,582;10,84;-68,254
"asumir";-28,03;17,274;3,826
"ordenador";355,736;-60,724;-156,742
"docencia";-95,227;-0,119;98,833
"detección";3,596;-6,289;0,011
"cotidiano";8,404;-8,06;-0,391
"recomendar";1,085;-1,199;-0,027
"elegir";85,35;-20,092;-31,424
"disponer";23,134;-0,606;-17,218
"sitio";301,603;-39,263;-149,999
"which";4,608;-0,693;-2,155
"robots";147,692;-33,069;-56,092
"afirmar";38,562;-0,69;-30,2
"supervisar";54,26;-4,898;-30,765
"instagram";24,164;-43,472;0,121
"teléfono";341,997;-39,525;-178,143
"descubrir";101,318;-36,707;-26,809
"computacional";-12,897;-2,116;22,181
"aparecer";225,722;-23,942;-121,287
"you";9,879;-7,171;-0,989
"xxi";-22,963;-0,341;27,148
"profundizar";-17,467;-1,339;25,572
"human";-3,067;16,533;-2,2
"fácil";140,203;-49,778;-37,792
"actualización";-42,557;63,937;0,018
"gracia";38,162;-17,393;-7,951
"falso";241,382;-36,445;-112,684
"equitativo";-188,882;290,89;0,014
"calificación";0,465;-45,704;21,856
"razón";71,073;-7,216;-38,773
"minuto";275,965;-57,709;-109,132
"interactuar";0,702;-43,954;19,512
"available";-0,791;1,48;-0,007
"integridad";-148,614;29,174;60,894
"índice";11,807;4,285;-25,432
"tools";5,476;-1,008;-2,323
"development";-9,291;37,613;-3,365
"autonomía";-59,23;9,22;27,269
"nes";0,001;-8,692;5,307
"cuestionar";-21,378;-10,062;50,294
"diario";37,18;-15,841;-8,359
"actualidad";1,518;5,371;-9,334
"ciudadano";-71,189;305,52;-29,977
"conseguir";82,946;-17,063;-33,111
"moral";38,248;0,04;-39,509
"interesante";57,804;-16,888;-18,32
"distancia";3,42;-2,943;-0,225
"reforzar";-54,842;-0,001;54,115
"emoción";85,236;-40,537;-16,876
"pandemia";0,099;99,506;-67,371
"influir";-9,279;-0,016;9,732
"formal";-10,922;-0,134;12,704
"explicación";15,167;-33,989;0,571
"ecosistema";-82,058;181,244;-2,824
"eficacia";-91,276;-28,477;187,412
"ciudad";214,733;-21,802;-117,143
"secuencia";22,096;-41,208;0,179
"negocio";5,263;8,61;-21,119
"entrever";12,507;-16,291;-0,096
"razonamiento";7,105;-19,58;0,742
"hombre";255,545;-39,625;-117,86
"continuar";1,202;0,171;-1,999
"central";-6,429;22,536;-1,55
"actualizar";-52,292;10,811;20,815
"inversión";-6,793;163,956;-57,041
"artifcial";351,293;-52,819;-164,302
"ambiente";-68,064;2,366;48,395
"mecanismo";-6,474;76,901;-19,536
"carrera";-3,583;-0,024;3,989
"tutoría";-120,12;-49,228;269,374
"may";0,001;1,48;-0,977
"joven";6,461;3,686;-16,305
"inicio";15,569;6,174;-34,529
"future";0,492;1,137;-2,368
"variedad";5,35;-24,17;2,559
"realmente";67,536;-33,348;-12,757
"perder";51,533;-19,517;-13,075
"justo";-14,477;181,512;-47,526
"school";1,871;-0,042;-1,425
"recordar";92,874;-22,998;-33,094
"personalizadas";-68,212;-57,709;201,524
"computación";14,638;-1,384;-8,177
"predecir";155,994;-52,86;-43,828
"ciclo";-21,095;11,59;3,445
"chino";20,797;52,75;-105,413
"noticiar";208,71;-16,08;-124,1
"iae";-73,44;-12,967;128,622
"gestionar";-28,352;11,539;6,693
"interpretar";48,038;-34,061;-5,053
"rápidamente";41,439;-28,867;-4,518
"obstante";1,33;-2,949;0,047
"cliente";62,156;-18,978;-19,039
"abarcar";-21,772;1,046;14,545
"reflexivo";-136,62;-9,569;196,824
"líder";-49,348;252,996;-31,691
"límite";1,832;1,177;-4,839
"interpretación";0,241;-34,367;17,254
"expectativa";-16,063;0,011;15,122
"medir";-0,868;-6,766;8,892
"automáticamente";72,766;-29,057;-17,517
"aumento";1,983;-8,007;0,713
"acelerar";-14,77;2,037;7,172
"normativo";-119,711;786,864;-129,097
"mano";114,726;-18,904;-51,426
"fernández";-8,733;5,607;1,11
"simplemente";18,741;-25,241;-0,098
"rodríguez";-9,434;0,627;5,839
"content";-4,431;67,721;-19,607
"conceptual";-17,469;-10,744;45,368
"administración";-85,488;81,978;3,978
"accesibilidad";-95,999;0,252;86,679
"velocidad";101,398;-12,317;-51,828
"desempeñar";-80,082;5,582;48,951
"des";-12,2;-0,011;12,561
"big";40,221;-2,113;-26,349
"sesgo";2,865;44,153;-48,117
"student";0,001;0,005;-0,007
"inmediato";-46,379;-35,788;131,851
"gratuito";68,523;-9,861;-32,675
"preferencia";-23,459;-41,871;98,418
"classroom";-2,726;-5,838;12,589
"tes";-16,746;-11,247;45,011
"nación";-12,508;430,704;-166,987
"knowledge";-0,714;2,531;-0,178
"the";0,903;12,182;-13,719
"facultad";-6,415;27,2;-2,62
"probabilidad";231,867;-32,194;-112,278
"editorial";1,478;16,004;-19,107
"comparar";54,377;-17,242;-16,158
"barcelona";34,86;3,172;-52,701
"temática";0,423;-4,495;1,069
"traducción";71,026;-25,593;-18,888
"indicación";79,587;-19,646;-28,418
"mirada";-36,773;23,038;4,881
"microsoft";124,076;-18,455;-58,313
"especialista";-1,586;77,821;-32,884
"colaborativo";-109,754;-28,722;213,801
"coherente";3,147;-35,199;8,633
"sencillo";146,978;-45,202;-44,762
"press";4,249;3,914;-13,021
"not";3,913;0,01;-4,159
"examinar";-17,479;7,898;3,679
"controlar";19,823;-6,401;-5,802
"beneficiar";-65,032;39,058;9,262
"colectivo";-30,711;19,775;3,885
"mar";18,663;-0,213;-15,329
"interfaz";111,259;-34,264;-33,847
"familia";0,068;5,19;-4,246
"citar";16,089;-0,073;-14,138
"assessment";-4,448;0,712;2,022
"ministerio";-69,201;645,147;-140,705
"mapa";93,006;-10,948;-48,113
"constituir";-2,751;5,02;-0,017
"interesar";-3,891;86,757;-29,354
"fuerte";-0,06;1,927;-0,732
"discutir";0,018;0,022;-0,061
"retrieved";-0,349;8,301;-2,874
"invitar";1,207;-3,231;0,112
"reemplazar";-20,125;-27,877;74,371
"colaborar";-30,369;0,797;22,597
"caber";1,546;0,855;-3,857
"propiedad";-0,029;184,993;-112,29
"plagiar";-16,449;-4,682;32,847
"meta";-6,092;-2,123;12,951
"mental";16,419;-8,218;-3,047
"frecuencia";101,761;-26,487;-35,062
"consistir";24,88;-18,042;-2,497
"venir";69,942;-15,611;-26,614
"per";-6,257;-2,133;13,208
"financiero";-2,664;15,332;-2,197
"atender";-34,915;0,116;31,196
"suficiente";9,382;-0,956;-5,111
"procedimiento";-15,031;5,029;4,27
"modalidad";-34,388;-9,274;67,579
"completar";71,094;-40,796;-10,881
"comparación";21,641;-23,347;-0,616
"todavía";24,655;-1,013;-16,999
"médico";41,726;-5,444;-20,733
"movimiento";154,143;-10,635;-94,479
"mes";189,699;-27,555;-90,091
"enorme";51,632;-2,41;-34,7
"intercambio";-35,347;25,885;3,473
"comentario";-0,634;-42,004;35,033
"aprendizajes";-108,237;-2,235;132,052
"using";4,238;-0,206;-2,824
"lópez";-4,483;2,25;0,829
"extraer";62,536;-29,2;-12,661
"estadístico";64,229;-18,102;-20,912
"alternativa";-0,001;-3,343;2,2
"padre";40,847;-1,193;-29,897
"hacerlo";57,54;-17,553;-17,637
"feedback";-17,003;-10,184;43,711
"design";-2,393;0,133;1,548
"agenciar";-22,569;210,907;-46,075
"what";7,616;-0,005;-7,178
"tos";-0,985;-0,006;1,091
"so";-8,215;-0,573;11,826
"santo";11,41;3,377;-23,052
"jugador";275,424;-42,719;-127,013
"igualdad";-78,193;539,299;-92,539
"based";0,246;-1,045;0,101
"presencia";20,585;0,152;-23,081
"ed";-0,004;27,822;-16,943
"atractivo";-10,33;-39,436;66,504
"optimizar";-57,593;-29,702;140,019
"martínez";-15,879;-0,006;16,068
"empresarial";-46,959;9,734;18,664
"adaptativo";-110,234;-31,449;220,269
"libre";22,084;2,347;-34,441
"principalmente";-4,233;0,851;1,712
"gonzález";-2,714;0,115;1,858
"favorecer";-80,646;-0,06;82,646
"verificar";31,986;-6,976;-12,342
"variar";-0,261;-10,682;9,57
"labor";-74,592;-4,864;106,149
"fuerza";0,684;8,563;-9,833
"discriminación";-20,931;327,115;-95,699
"asignar";78,818;-12,121;-36,49
"volumen";15,198;-22,882;-0,006
"skills";5,312;-0,015;-4,781
"significativamente";-27,684;-23,496;81,9
"numeroso";-1,228;1,417;0,024
"dar|decir";-0,097;2,207;-0,754
"currículo";-114,75;11,914;62,12
"aire";21,575;9,823;-50,167
"música";73,747;-32,665;-15,879
"stem";-51,236;13,413;17,583
"requisito";-25,603;41,167;-0,004
"gama";-34,232;-13,147;75,115
"efectividad";-101,252;-22,474;188,298
"combinación";25,938;-32,266;-0,303
"aceptar";70,674;-8,47;-36,312
"marcar";2,58;0,012;-2,821
"evento";43,51;-1,813;-29,919
"directamente";0,042;-15,703;8,61
"porcentaje";168,043;-32,044;-69,946
"ma";-6,59;-5,673;19,614
"liderazgo";-15,409;138,483;-29,432
"fenómeno";-0,592;0,673;0,013
"cerebro";265,409;-40,128;-123,825
"resaltar";-45,098;-0,759;53,927
"realización";-47,207;-0,906;57,165
"gamificación";-90,431;-36,737;202,195
"estu";-63,92;-36,946;162,118
"biblioteca";18,24;-0,012;-17,193
"apropiado";-14,004;-0,906;19,9
"simular";3,084;-38,586;10,091
"registro";66,205;-13,934;-26,084
"libertad";0,051;153,329;-100,475
"lección";-30,764;-30,718;97,661
"ensayo";16,85;-30,938;0,113
"departamento";-14,199;45,722;-2,62
"crecer";31,109;-2,223;-18,888
"conferencia";1,156;87,727;-71,892
"capa";77,376;-15,832;-30,982
"autoridad";-0,014;113,77;-69,287
"transversal";-119,034;22,58;49,687
"regular";-29,044;137,544;-15,548
"frase";282,394;-46,664;-126,41
"europa";0,268;198,603;-136,126
"clasificación";97,21;-10,783;-51,406
"ac";4,814;-1,344;-1,578
"unión";-41,192;534,65;-142,625
"situar";-0,122;3,818;-1,441
"probar";46,278;-26,061;-7,288
"imaginar";73,968;-16,205;-28,464
"evolucionar";-23,332;-1,259;32,193
"creciente";-28,099;27,304;1,246
"ca";0,002;1,668;-1,134
"acompañar";-18,372;0,058;16,456
"study";0,057;0,712;-0,817
"robot";208,788;-34,571;-93,37
"personaje";194,832;-40,589;-77,215
"manual";16,332;-0,468;-11,99
"intención";8,608;-6,635;-0,754
"enlace";68,528;-15,238;-26,136
"suceder";139,135;-13,574;-76,929
"hallazgo";-14,004;-9,672;38,061
"world";14,787;-0,25;-11,655
"unidad";20,902;-4,777;-7,84
"systems";0,138;-0,015;-0,073
"cualitativo";-17,065;-20,191;58,516
"conducir";1,633;-4,507;0,172
"manejo";-50,364;9,548;21,029
"creencia";9,309;-8,318;-0,548
"estudiantil";-93,028;-8,319;140,17
"directriz";-113,844;522,382;-56,533
"argumento";2,156;-19,782;4,266
"adaptabilidad";-97,848;-32,004;203,88
"valoración";-3,568;-21,011;30,246
"director";0,076;28,909;-20,518
"bit";-0,252;38,072;-19,238
"teacher";1,216;0,004;-1,302
"operación";15,113;-0,007;-14,336
"revelar";6,088;-2,574;-1,38
"exigir";-26,866;21,353;2,185
"covid";-0,153;106,521;-60,559
"comunicar";6,392;-1,618;-2,245
"self";0,329;-1,44;0,146
"lengua";28,153;-13,671;-5,431
"ciento";182,152;-20,858;-95,206
"soporte";-14,726;-31,113;67,521
"promoción";-82,113;184,381;-3,131
"marketing";11,91;-1,839;-5,504
"industrial";11,691;9,267;-33,608
"erar|ser";132,384;-18,257;-64,289
"denominar";58,53;-0,815;-47,133
"celular";183,991;-19,985;-98,033
"navegar";-10,135;-7,199;27,858
"disponibilidad";-5,18;36,516;-6,39
"carácter";0,351;1,365;-2,286
"article";-2,076;19,328;-4,212
"salida";211,022;-36,669;-92,16
"juicio";-0,234;-28,735;22,3
"fondo";24,287;6,274;-47,134
"clasificar";154,123;-23,311;-71,892
"about";1,214;0,615;-2,932
"ruta";6,3;-3,099;-1,196
"rico";-2,72;22,742;-4,581
"re|res";-5,723;2,482;1,262
"cognitivas";-31,37;-36,162;106,278
"taller";-6,364;-1,314;11,607
"monitorear";-63,189;24,835;15,458
"exponer";1,846;7,848;-12,699
"crítica";-60,064;-0,606;68,81
"craig";3,488;-14,291;1,304
"bienestar";-59,833;49,797;4,321
"ii";-18,889;14,005;1,807
"gente";250,089;-38,344;-115,941
"breve";63,964;-9,77;-29,704
"asociación";-1,817;104,797;-45,792
"analysis";7,652;-3,003;-1,875
"partida";5,263;-2,119;-1,256
"oecd";-2,788;53,527;-17,111
"masivo";19,815;3,185;-33,909
"respaldar";-55,604;-0,69;64,736
"pretender";-4,293;1,459;1,203
"indicador";-4,819;18,903;-1,603
"fecha";86,361;-6,592;-51,487
"adquisición";-67,357;-0,022;68,057
"posición";18,987;1,138;-26,642
"mil";221,084;-31,154;-106,385
"miento";-7,812;-4,453;19,71
"difusión";-8,255;36,454;-3,733
"barrera";-18,323;-4,248;34,487
"arquitectura";54,152;-10,095;-22,813
"technologies";4,479;0,065;-5,287
"supuesto";30,563;-7,229;-11,219
"interno";-0,984;21,375;-7,163
"cálculo";118,556;-32,062;-39,771
"corrección";1,218;-31,332;11,137
"chile";-8,251;80,606;-18,149
"universal";-0,373;25,944;-11,741
"título";24,504;0,246;-28,059
"sensores";224,054;-40,976;-95,339
"registrar";151,398;-23,565;-69,706
"problemático";-0,017;0,197;-0,049
"subrayar";-96,411;2,456;72,05
"canal";9,027;-8,577;-0,434
"relativo";1,535;75,107;-65,401
"pantalla";152,752;-19,985;-75,815
"disposición";-0,277;0,144;0,049
"compañero";22,128;-25,235;-0,469
"cuándo";9,774;-8,922;-0,538
"semana";111,338;-29,304;-38,069
"open";2,634;0,862;-5,49
"modificar";0,965;4,231;-6,767
"foro";-12,643;24,044;-0,128
"copilot";18,194;-21,118;-0,347
"conference";0,98;1,254;-3,486
"comprometer";-50,684;36,272;5,23
"motivar";-14,434;-23,843;58,205
"mero";-11,956;-16,687;44,345
"maría";0,738;2,283;-4,191
"costo";0,095;4,533;-3,965
"lingüístico";-2,107;-3,099;8,019
"deep";54,708;-8,949;-24,608
"ciones";-1,892;-0,059;2,418
"particularmente";-11,622;-0,059;12,744
"into";0,187;2,561;-2,874
"corto";37,268;-0,765;-28,693
"york";27,408;0,101;-29,576
"report";-0,897;24,803;-9,02
"dónde";49,897;-8,956;-21,438
"comercial";15,397;14,639;-47,834
"únicamente";0,115;-0,153;-0,001
"torre";22,31;-6,899;-6,765
"redactar";102,844;-14,378;-49,655
"probable";51,071;-10,781;-20,086
"its";-5,45;-3,927;15,067
"derivar";-2,062;24,935;-6,4
"anteriormente";3,234;-0,822;-1,133
"smart";-1,188;-2,57;5,517
"net";4,117;10,658;-21,108
"logro";-13,341;-1,463;20,942
"iniciar";32,077;-0,195;-27,691
"creador";1,382;-0,003;-1,265
"comprar";76,46;-18,335;-27,821
"terminar";135,392;-18,361;-66,215
"robótica";11,873;-2,301;-4,899
"news";1,965;0,002;-2,035
"mayo";3,133;108,601;-100,045
"kids";110,492;-4,125;-77,569
"eds";-0,017;2,136;-1,058
"diagnóstico";0,734;-24,486;9,41
"trabajador";10,119;5,363;-24,847
"sentir";59,923;-21,031;-16,321
"curricular";-83,788;0,141;76,943
"traducir";43,057;-13,622;-12,817
"programar";62,091;-32,972;-10,643
"presencial";-26,457;-0,862;34,003
"llamada";116,113;-9,76;-67,3
"inclusiva";-103,956;72,488;11,311
"contrario";32,89;-10,954;-9,379
"pérez";-0,777;0,771;0,032
"identidad";14,769;5,566;-32,208
"distinguir";13,392;-5,673;-3,03
"critical";3,001;-0,092;-2,179
"casa";197,248;-29,565;-92,383
"cación";-18,253;8,475;3,721
"temprano";-11,951;-4,874;26,756
"profundidad";-5,811;-17,355;32,33
"origen";30,323;-1,682;-19,621
"manejar";-0,409;-0,024;0,572
"ganar";115,876;-18,539;-52,672
"añadir";14,684;-11,9;-1,137
"academic";-0,791;1,48;-0,007
"your";6,279;-1,617;-2,179
"recopilación";-33,403;23,677;3,515
"ly";-11,162;63,921;-9,108
"impartir";-31,473;-0,848;39,53
"fundamento";-11,607;-3,604;23,796
"challenges";-1,854;12,741;-2,179
"motor";54,835;-13,061;-20,039
"justicia";-5,656;162,673;-59,889
"panorama";-58,379;2,09;41,296
"orden";20,225;-2,503;-10,263
"macrodatos";192,946;-29,565;-89,473
"externo";-8,052;0,246;5,852
"confiable";-3,55;14,596;-1,339
"complementar";-37,778;-11,681;77,353
"capacitar";-85,562;5,868;52,528
"banco";9,098;33,728;-57,538
"audio";189,337;-35,995;-78,938
"ajuste";-2,542;-19,777;26,006
"luz";94,125;-19,924;-36,962
"síntesis";-1,683;-21,56;24,608
"profesión";0,077;0,09;-0,263
"cita";46,887;-33,416;-4,88
"productividad";-22,377;2,474;11,847
"poderoso";-17,322;-15,054;51,763
"isbn";-2,296;-11,635;17,65
"fortaleza";-53,092;-32,156;137,073
